"id";"name";"description";"type_formation";"id_formation";"id_head";"picture";"level";"exp";"point";"play";"goal";"Website";"Address";"overall";"win";"lose";"draw";"match_total";"exp_monthly";"play_sparing_monthly";"play_compet_monthly";"goal_monthly";"id_champion";"created_at";"updated_at";"deleted_at"
"243";"HMM ITB";"Tim Futsal Putra Himpunan Mahasiswa Mesin ITB";"0";"0";"636";"1582930009.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-28 22:46:49";"2020-02-28 22:46:49";NULL
"244";"Triton FC";"Futsal HMO TRITON ITB";"0";"0";"687";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 00:28:41";"2020-02-29 00:28:41";NULL
"245";"Sukusuy FC";"Futsal Club";"0";"0";"692";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 02:07:37";"2020-02-29 02:07:37";NULL
"246";"Krisis Depan";"Teknik Industri Basis Depan";"0";"0";"694";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 02:11:40";"2020-02-29 02:11:40";NULL
"247";"Psikologi";"Bukan kaleng-kaleng";"0";"0";"698";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 02:16:43";"2020-02-29 02:16:43";NULL
"248";"Sumanto F.C";"Futsal";"0";"0";"696";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 02:18:42";"2020-02-29 02:18:42";NULL
"249";"Garuda FC";"Pemain yang berisikan pemain-pemain yang berpredikat Cum Laude Binus";"0";"0";"691";"1582950319.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 02:26:26";"2020-02-29 02:26:26";NULL
"250";"Kriukan";"ada in aja";"0";"0";"727";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 03:22:04";"2020-02-29 03:22:04";NULL
"251";"dadakanFC";"dadakan bgt";"0";"0";"732";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 03:51:46";"2020-02-29 03:51:46";NULL
"252";"SECRET FC";"kontol";"0";"0";"737";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 04:28:11";"2020-02-29 04:28:11";NULL
"253";"HMS Putra";"Himpunan Mahasiswa Sipil ITB Putra";"0";"0";"750";"1582961867.jpg";"0";"50";"12";"1";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 07:31:27";"2020-02-29 07:31:27";NULL
"254";"HMS - Cewe";"Maudyyyyyyyy";"0";"0";"753";"1582962542.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 07:49:02";"2020-02-29 07:49:02";NULL
"255";"TES";"tes aja";"0";"0";"792";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 23:21:16";"2020-02-29 23:21:16";NULL
"256";"IMT 'Signum' ITB";"Tim futsal & sepak bola teknik telekomunikasi itb";"0";"0";"488";"1583019584.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 23:39:44";"2020-02-29 23:39:44";NULL
"257";"HMMI";"Metrologi";"0";"0";"795";"SportigoFC.png";"0";"50";"12";"1";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-02-29 23:59:00";"2020-02-29 23:59:00";NULL
"258";"cisitulama";"lesgo";"0";"0";"823";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-01 19:50:39";"2020-03-01 19:50:39";NULL
"259";"HMT-ITB Putri";"Kampoeng Bola";"0";"0";"681";"1583184197.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-02 05:06:40";"2020-03-02 05:06:40";NULL
"260";"uler tanah";"menjungjung tinggi sportifitas";"0";"0";"827";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-03 03:44:17";"2020-03-03 03:44:17";NULL
"261";"uler tanah";"jungjung tinggi seportivitas oke";"0";"0";"827";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-03 03:47:27";"2020-03-03 03:47:27";NULL
"262";"HME Putra";"Himpunan Mahasiswa Elektroteknik";"0";"0";"486";"1583768523.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-05 14:35:28";"2020-03-05 14:35:28";NULL
"263";"ici";"Bekasi";"0";"0";"881";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-06 05:50:49";"2020-03-06 05:50:49";NULL
"264";"HIMATEK-ITB Putri";"PIXIES JUARA KAMBOL 2020";"0";"0";"883";"1583557808.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-07 05:04:38";"2020-03-07 05:04:38";NULL
"265";"IMG FC";"semangat kak";"0";"0";"884";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-07 07:57:56";"2020-03-07 07:57:56";NULL
"266";"HMIF ITB";"Tim Futsal Putra Himpunan Mahasiswa Informatika Institut Teknologi Bandung";"0";"0";"889";"1583590671.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-07 14:15:08";"2020-03-07 14:15:08";NULL
"267";"HIMAFI ITB";"Fisikawan main futsal";"0";"0";"890";"1583594095.jpg";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-07 15:14:55";"2020-03-07 15:14:55";NULL
"268";"Arpat Futsal";"#neverstopfighting";"0";"0";"895";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-07 18:52:41";"2020-03-07 18:52:41";NULL
"269";"IMA-G ITB (Putra)";"just play";"0";"0";"896";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-08 00:19:31";"2020-03-08 00:19:31";NULL
"270";"IMA-G ITB (Putri)";"just play";"0";"0";"896";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-08 00:22:22";"2020-03-08 00:22:22";NULL
"271";"MTI FC Putra";"Tim Futsal Putra MTI ITB";"0";"0";"908";"SportigoFC.png";"0";"0";"0";"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";NULL;"2020-03-08 03:20:39";"2020-03-08 03:20:39";NULL
